revenu_mensuel,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,age_rh,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,tranche_distance_domicile_travail
8.471777327885755,Consulting,Manager,5,15,1,0,35-44,1,1,2,2,1,1,3,Non,15 %,1,0,2,2,Transformation Digitale,Occasionnel,0,0,10-14 km
8.761863373274727,Consulting,Manager,3,17,8,7,45-59,3,3,2,2,4,3,3,Oui,14 %,0,2,3,4,Transformation Digitale,Frequent,6,7,15-19 km
9.90218670680308,Consulting,Directeur Technique,1,21,21,16,35-44,2,1,5,3,2,3,4,Non,22 %,0,2,3,1,Infra & Cloud,Aucun,5,10,5-9 km
8.833754223418396,Commercial,Cadre Commercial,8,19,1,0,35-44,2,3,2,4,3,3,3,Oui,12 %,0,0,1,4,Infra & Cloud,Occasionnel,0,0,0-4 km
8.511175119090675,Commercial,Cadre Commercial,8,7,2,2,25-34,2,1,2,1,4,3,3,Non,18 %,1,0,6,2,Transformation Digitale,Aucun,2,2,20-29 km
9.895757754474186,Commercial,Senior Manager,1,33,32,14,45-59,1,1,5,4,4,3,3,Non,15 %,1,1,3,1,Marketing,Occasionnel,6,9,0-4 km
9.497097016351463,Commercial,Cadre Commercial,3,23,12,11,35-44,4,4,4,4,3,3,3,Oui,18 %,0,1,2,3,Transformation Digitale,Occasionnel,11,11,20-29 km
8.7558950816463,Commercial,Cadre Commercial,0,19,18,7,45-59,4,3,2,3,1,3,3,Non,12 %,0,1,3,3,Infra & Cloud,Aucun,0,13,0-4 km
7.917171988845776,Consulting,Consultant,1,18,17,13,35-44,3,4,1,1,3,3,3,Non,16 %,1,0,1,4,Infra & Cloud,Occasionnel,15,14,15-19 km
9.294773427951013,Consulting,Tech Lead,1,21,21,6,35-44,4,3,3,1,3,3,3,Oui,13 %,0,0,2,3,Transformation Digitale,Frequent,2,8,20-29 km
7.759187438507795,Commercial,Représentant Commercial,0,3,2,2,25-34,2,2,1,4,4,2,3,Non,19 %,0,0,2,1,Infra & Cloud,Aucun,2,2,5-9 km
9.77854771798028,Commercial,Senior Manager,3,26,9,3,45-59,4,3,4,4,2,4,3,Non,13 %,0,1,4,2,Infra & Cloud,Occasionnel,1,1,10-14 km
8.300528606199737,Consulting,Consultant,9,10,8,7,25-34,4,3,1,3,2,3,3,Non,12 %,0,0,2,4,Transformation Digitale,Aucun,7,7,20-29 km
9.182557990963732,Commercial,Cadre Commercial,0,16,15,1,25-34,2,4,2,4,4,2,3,Non,11 %,0,1,2,4,Marketing,Occasionnel,0,9,0-4 km
9.384713758920963,Commercial,Senior Manager,3,14,6,4,45-59,2,3,3,4,3,1,3,Oui,14 %,0,1,1,2,Entrepreunariat,Occasionnel,0,4,0-4 km
7.686162303492906,Ressources Humaines,Ressources Humaines,1,6,6,3,45-59,2,3,1,2,1,3,3,Non,16 %,0,0,3,4,Transformation Digitale,Occasionnel,0,4,20-29 km
8.926118971153382,Commercial,Cadre Commercial,2,30,15,7,45-59,3,2,3,2,1,3,3,Non,12 %,0,1,2,3,Marketing,Frequent,6,12,0-4 km
8.483636407887394,Consulting,Consultant,7,9,1,0,35-44,1,3,2,3,2,2,3,Non,14 %,1,1,3,3,Autre,Occasionnel,0,0,15-19 km
7.622174594817622,Consulting,Assistant de Direction,6,6,3,2,25-34,1,3,1,1,2,3,3,Oui,14 %,1,1,2,3,Infra & Cloud,Frequent,1,2,0-4 km
7.7057128238944275,Commercial,Représentant Commercial,1,1,1,1,25-34,3,3,1,3,4,3,3,Oui,19 %,0,1,2,4,Infra & Cloud,Occasionnel,0,0,10-14 km
6.959398512133975,Commercial,Représentant Commercial,1,1,1,0,25-34,4,3,1,2,2,3,4,Non,22 %,0,0,5,1,Transformation Digitale,Occasionnel,0,0,10-14 km
7.945201132412759,Consulting,Assistant de Direction,3,8,2,2,35-44,3,3,1,3,1,3,3,Non,16 %,0,1,2,4,Autre,Frequent,2,2,0-4 km
9.86464276871256,Consulting,Directeur Technique,2,29,8,1,45-59,2,3,5,3,4,2,3,Oui,11 %,0,1,2,4,Transformation Digitale,Occasionnel,7,7,0-4 km
8.32069157104845,Consulting,Manager,3,8,4,3,35-44,4,3,2,2,1,2,3,Non,15 %,0,0,3,3,Autre,Occasionnel,0,1,0-4 km
9.035629778183564,Commercial,Cadre Commercial,1,8,7,7,35-44,3,3,2,1,2,2,3,Non,14 %,0,1,3,3,Marketing,Occasionnel,7,5,20-29 km
7.60489448081162,Consulting,Assistant de Direction,1,5,5,3,25-34,1,2,1,3,3,3,3,Non,13 %,0,2,5,1,Transformation Digitale,Frequent,1,3,0-4 km
9.884712397209794,Consulting,Directeur Technique,9,23,2,2,45-59,4,3,5,4,4,3,3,Non,17 %,0,2,0,4,Transformation Digitale,Occasionnel,2,2,0-4 km
9.276783328524896,Commercial,Cadre Commercial,6,13,9,4,45-59,3,2,3,3,2,3,3,Non,11 %,0,1,4,4,Infra & Cloud,Occasionnel,7,0,0-4 km
7.987184748233473,Consulting,Assistant de Direction,2,18,5,4,45-59,1,3,1,3,2,3,3,Non,19 %,0,1,4,3,Transformation Digitale,Frequent,0,3,5-9 km
9.089189170412032,Consulting,Tech Lead,0,15,14,8,35-44,4,2,3,4,2,2,3,Non,11 %,0,0,2,5,Transformation Digitale,Occasionnel,7,8,10-14 km
9.726571360400724,Consulting,Senior Manager,7,31,9,7,45-59,3,2,4,1,2,4,3,Non,15 %,0,0,3,1,Transformation Digitale,Aucun,6,2,0-4 km
9.28720881623276,Commercial,Cadre Commercial,5,18,1,0,35-44,3,2,3,4,3,3,3,Non,13 %,0,1,5,3,Transformation Digitale,Occasionnel,0,0,20-29 km
7.751045117971802,Commercial,Représentant Commercial,1,2,2,2,18-24,4,3,1,4,2,3,3,Oui,14 %,1,0,3,3,Marketing,Frequent,0,2,5-9 km
7.256297239690681,Consulting,Consultant,1,1,1,0,18-24,3,2,1,1,1,2,3,Non,13 %,1,0,6,3,Infra & Cloud,Occasionnel,1,0,10-14 km
8.437283808187935,Consulting,Assistant de Direction,8,19,16,13,45-59,4,2,2,1,1,3,4,Oui,23 %,0,3,2,4,Infra & Cloud,Occasionnel,1,7,5-9 km
7.808729306744399,Consulting,Assistant de Direction,9,18,10,0,45-59,1,3,1,3,3,4,3,Oui,12 %,1,3,2,4,Infra & Cloud,Occasionnel,2,7,0-4 km
9.07371849443322,Consulting,Manager,1,10,10,7,25-34,2,2,3,1,1,2,3,Non,12 %,1,0,2,2,Entrepreunariat,Aucun,1,9,20-29 km
8.282988692742602,Consulting,Consultant,1,6,5,3,25-34,1,2,1,1,1,3,3,Non,16 %,0,2,2,2,Transformation Digitale,Occasionnel,1,3,0-4 km
9.206131527202128,Consulting,Tech Lead,0,7,6,2,25-34,3,3,2,1,3,2,3,Non,15 %,0,1,1,3,Autre,Occasionnel,0,2,20-29 km
8.124743020385568,Consulting,Assistant de Direction,1,10,10,6,35-44,2,4,1,3,3,3,3,Non,13 %,0,0,3,2,Entrepreunariat,Occasionnel,0,8,5-9 km
9.085230560933338,Consulting,Manager,0,20,19,9,35-44,3,2,3,3,1,2,3,Non,18 %,0,1,4,1,Infra & Cloud,Occasionnel,1,9,15-19 km
9.24212969446559,Consulting,Manager,4,14,11,10,35-44,1,3,3,4,4,3,4,Non,20 %,0,1,6,4,Entrepreunariat,Occasionnel,11,1,20-29 km
8.438582790834326,Consulting,Consultant,1,3,3,2,25-34,1,1,1,3,4,3,3,Non,19 %,0,3,4,5,Infra & Cloud,Aucun,1,2,5-9 km
9.303557453687317,Consulting,Tech Lead,3,23,3,2,45-59,4,3,3,2,2,3,3,Non,18 %,0,1,4,1,Infra & Cloud,Frequent,1,2,0-4 km
8.205491613120236,Consulting,Assistant de Direction,3,10,8,7,25-34,3,3,2,3,4,4,3,Non,13 %,0,0,4,3,Autre,Occasionnel,1,7,10-14 km
9.257510176452573,Ressources Humaines,Ressources Humaines,9,24,20,6,35-44,2,2,3,1,4,3,3,Non,14 %,1,1,1,2,Transformation Digitale,Occasionnel,3,6,0-4 km
8.87066300440602,Consulting,Manager,4,9,3,2,25-34,4,2,3,4,3,3,3,Non,15 %,0,1,2,3,Infra & Cloud,Occasionnel,1,2,5-9 km
9.167745974343763,Commercial,Cadre Commercial,0,9,8,7,35-44,4,3,3,1,1,3,4,Oui,22 %,1,0,2,3,Entrepreunariat,Occasionnel,4,7,0-4 km
8.413830678421084,Consulting,Assistant de Direction,1,14,13,7,25-34,1,2,2,3,2,3,4,Non,22 %,1,0,4,4,Transformation Digitale,Frequent,3,8,20-29 km
7.699842407396986,Consulting,Consultant,1,4,4,2,25-34,1,3,1,3,4,2,3,Non,16 %,0,1,5,2,Infra & Cloud,Occasionnel,2,2,15-19 km
8.956350940490871,Consulting,Manager,0,7,6,2,25-34,1,3,2,4,3,2,3,Non,17 %,0,0,1,1,Infra & Cloud,Frequent,0,4,0-4 km
8.809116258125274,Commercial,Cadre Commercial,2,8,1,0,35-44,4,2,2,4,3,3,3,Oui,14 %,0,3,5,4,Infra & Cloud,Occasionnel,0,0,10-14 km
8.213923595622743,Consulting,Consultant,1,7,7,7,25-34,4,3,1,4,2,4,3,Oui,15 %,1,1,3,1,Entrepreunariat,Occasionnel,5,6,0-4 km
7.774015077250727,Consulting,Consultant,1,1,1,1,25-34,1,3,1,3,3,2,4,Non,20 %,1,1,0,3,Transformation Digitale,Occasionnel,0,0,20-29 km
7.746732907753622,Consulting,Assistant de Direction,4,5,2,2,25-34,1,2,1,2,2,3,4,Oui,20 %,1,0,0,3,Transformation Digitale,Occasionnel,2,2,20-29 km
9.779397167305078,Consulting,Senior Manager,0,23,22,6,35-44,4,3,4,1,4,3,3,Non,17 %,0,1,3,2,Transformation Digitale,Occasionnel,13,7,0-4 km
7.862112211662748,Consulting,Consultant,1,1,1,0,25-34,1,2,1,2,1,3,3,Non,15 %,1,2,2,3,Transformation Digitale,Frequent,0,0,0-4 km
8.461469042643875,Commercial,Cadre Commercial,3,5,0,0,45-59,4,3,2,3,4,3,3,Oui,14 %,1,0,4,4,Autre,Frequent,0,0,0-4 km
8.3670677328386,Commercial,Cadre Commercial,0,4,3,2,25-34,4,3,2,2,3,3,3,Non,17 %,0,1,3,3,Infra & Cloud,Frequent,0,2,5-9 km
7.9996785794994505,Consulting,Assistant de Direction,3,6,0,0,25-34,3,2,1,4,4,3,3,Non,17 %,0,3,2,4,Infra & Cloud,Aucun,0,0,0-4 km
9.734240155229445,Consulting,Senior Manager,2,27,5,4,45-59,1,4,4,4,3,2,4,Non,22 %,0,0,3,4,Transformation Digitale,Aucun,2,1,0-4 km
8.629449873761905,Commercial,Cadre Commercial,1,15,15,10,45-59,2,2,2,3,4,3,3,Non,13 %,0,1,2,4,Infra & Cloud,Aucun,4,12,5-9 km
9.253974408996244,Consulting,Manager,7,18,8,6,45-59,2,3,3,2,4,3,3,Non,19 %,0,0,4,4,Infra & Cloud,Occasionnel,4,0,5-9 km
9.075779878580487,Commercial,Cadre Commercial,0,9,8,7,35-44,3,2,3,3,2,3,3,Oui,14 %,0,2,2,4,Marketing,Occasionnel,2,7,10-14 km
7.83002808253384,Consulting,Assistant de Direction,4,11,7,5,25-34,3,3,1,4,1,3,4,Non,22 %,0,1,1,4,Infra & Cloud,Occasionnel,1,7,20-29 km
8.94324493313279,Consulting,Tech Lead,0,10,9,7,25-34,4,3,3,2,2,2,3,Non,17 %,0,3,3,3,Transformation Digitale,Occasionnel,1,7,0-4 km
9.768011412973678,Commercial,Senior Manager,3,23,12,9,45-59,1,3,4,3,4,3,3,Non,12 %,0,1,3,1,Marketing,Occasionnel,4,9,0-4 km
8.902727664035522,Commercial,Cadre Commercial,7,10,1,0,35-44,4,3,3,2,3,3,3,Non,16 %,0,0,2,2,Marketing,Occasionnel,0,0,0-4 km
9.289243969571649,Consulting,Tech Lead,8,18,8,7,35-44,3,3,3,1,3,3,3,Non,11 %,0,1,1,3,Infra & Cloud,Frequent,0,1,20-29 km
9.406729185981574,Consulting,Manager,7,21,18,7,35-44,1,3,4,4,4,3,3,Non,11 %,1,3,4,3,Infra & Cloud,Frequent,11,5,0-4 km
9.88466144828608,Consulting,Directeur Technique,1,21,20,7,35-44,3,2,5,3,1,4,3,Non,14 %,0,0,2,3,Transformation Digitale,Occasionnel,4,9,10-14 km
7.635786861395585,Consulting,Assistant de Direction,1,2,2,2,18-24,4,2,1,2,3,4,3,Oui,11 %,0,0,6,1,Entrepreunariat,Occasionnel,2,2,0-4 km
8.82217476094608,Consulting,Consultant,9,9,5,4,35-44,3,3,2,2,3,2,3,Non,15 %,0,0,2,3,Infra & Cloud,Aucun,0,3,5-9 km
8.959311617172437,Consulting,Tech Lead,2,18,11,9,35-44,1,3,2,4,1,3,4,Non,20 %,0,0,0,4,Infra & Cloud,Aucun,0,9,15-19 km
7.934513463882263,Commercial,Représentant Commercial,0,3,2,2,25-34,3,4,1,4,1,3,3,Non,12 %,0,1,4,3,Infra & Cloud,Frequent,2,2,20-29 km
8.07153089355666,Consulting,Assistant de Direction,0,6,5,3,25-34,1,2,1,2,1,1,3,Non,17 %,0,0,2,1,Infra & Cloud,Occasionnel,0,4,0-4 km
8.51097389160232,Commercial,Cadre Commercial,1,5,5,2,35-44,4,3,2,4,4,3,3,Non,11 %,0,1,3,2,Marketing,Frequent,0,2,10-14 km
9.481969279105716,Commercial,Cadre Commercial,6,22,9,8,45-59,4,2,4,2,2,3,3,Non,17 %,0,1,3,4,Entrepreunariat,Occasionnel,2,3,5-9 km
8.302513718514158,Consulting,Tech Lead,2,5,3,2,25-34,4,3,2,3,4,2,3,Non,11 %,0,0,3,2,Infra & Cloud,Frequent,0,2,0-4 km
8.09925056179696,Consulting,Assistant de Direction,0,8,7,5,25-34,4,3,1,2,4,2,3,Non,14 %,0,2,2,3,Infra & Cloud,Frequent,1,1,10-14 km
8.360071435644025,Consulting,Consultant,4,16,1,0,35-44,2,1,2,4,1,3,3,Non,19 %,0,0,3,3,Transformation Digitale,Occasionnel,0,0,20-29 km
8.528528701079983,Consulting,Tech Lead,1,10,10,7,25-34,2,2,2,4,3,2,3,Oui,15 %,0,1,2,1,Transformation Digitale,Occasionnel,1,2,5-9 km
7.953318346560431,Ressources Humaines,Ressources Humaines,1,7,7,6,35-44,3,4,1,3,4,4,3,Non,13 %,0,1,2,3,Ressources Humaines,Occasionnel,5,0,0-4 km
7.902487437162855,Consulting,Assistant de Direction,1,3,3,1,25-34,3,2,1,3,4,3,3,Oui,14 %,0,1,2,3,Infra & Cloud,Frequent,0,2,5-9 km
7.552237287560802,Consulting,Consultant,1,0,0,0,18-24,3,3,1,3,4,3,3,Non,12 %,1,0,0,1,Transformation Digitale,Aucun,0,0,5-9 km
9.014933575633572,Commercial,Cadre Commercial,0,6,5,2,25-34,1,3,2,1,1,3,3,Oui,17 %,1,0,3,4,Marketing,Occasionnel,0,3,5-9 km
8.469472455204826,Consulting,Consultant,3,6,1,0,35-44,2,3,1,4,1,3,3,Oui,11 %,0,1,4,4,Infra & Cloud,Occasionnel,0,0,10-14 km
7.8674885686991285,Consulting,Consultant,1,2,2,2,25-34,3,3,1,3,3,2,3,Non,12 %,1,1,5,3,Transformation Digitale,Frequent,2,2,15-19 km
8.653819788948063,Consulting,Manager,7,9,6,2,35-44,3,2,2,4,3,3,3,Non,13 %,0,2,2,2,Transformation Digitale,Occasionnel,1,3,20-29 km
7.8399193600125825,Consulting,Assistant de Direction,1,4,4,2,25-34,4,2,1,3,3,3,3,Non,13 %,0,1,0,3,Infra & Cloud,Occasionnel,2,2,5-9 km
8.65084957622891,Commercial,Cadre Commercial,1,6,6,5,25-34,2,3,2,3,1,2,4,Non,20 %,0,0,3,1,Infra & Cloud,Occasionnel,1,3,5-9 km
8.371936178759098,Ressources Humaines,Ressources Humaines,1,6,5,4,35-44,3,3,1,3,2,1,3,Non,17 %,0,0,2,4,Entrepreunariat,Occasionnel,1,4,5-9 km
8.900685318713995,Commercial,Cadre Commercial,1,11,11,8,25-34,4,2,3,1,1,1,3,Non,13 %,1,1,3,1,Infra & Cloud,Occasionnel,3,10,20-29 km
9.51044496442652,Consulting,Directeur Technique,9,20,18,7,35-44,2,3,3,3,3,2,3,Non,17 %,0,0,3,4,Transformation Digitale,Frequent,2,13,5-9 km
9.529448434427817,Commercial,Cadre Commercial,0,22,21,9,35-44,3,3,4,1,2,2,3,Oui,12 %,1,0,2,3,Infra & Cloud,Frequent,13,14,10-14 km
8.547916364059079,Commercial,Cadre Commercial,7,9,6,4,35-44,2,3,2,1,4,4,3,Non,13 %,0,0,3,4,Marketing,Occasionnel,1,5,0-4 km
7.7226775164680035,Consulting,Consultant,6,10,8,0,35-44,4,2,1,3,2,3,3,Non,12 %,0,1,2,4,Transformation Digitale,Occasionnel,1,7,0-4 km
8.188133414510478,Consulting,Consultant,8,6,4,3,18-24,4,3,1,2,4,3,4,Non,22 %,0,0,2,3,Transformation Digitale,Occasionnel,1,2,20-29 km
7.830425617820331,Consulting,Consultant,1,1,1,1,25-34,3,3,1,4,4,2,3,Oui,11 %,1,0,4,1,Infra & Cloud,Occasionnel,0,0,10-14 km
8.394121193826242,Consulting,Consultant,1,8,8,7,25-34,1,4,1,4,2,3,4,Non,22 %,0,1,2,4,Transformation Digitale,Occasionnel,0,7,0-4 km
8.791638037085997,Commercial,Cadre Commercial,1,10,10,3,25-34,3,2,2,3,1,3,3,Non,18 %,0,1,3,3,Marketing,Occasionnel,1,4,10-14 km
8.394573477868327,Consulting,Assistant de Direction,3,16,1,1,35-44,3,2,2,4,4,1,3,Oui,13 %,0,1,3,2,Transformation Digitale,Frequent,0,0,20-29 km
9.237469039364436,Consulting,Tech Lead,2,15,7,7,35-44,3,2,3,2,2,4,3,Non,18 %,0,1,2,3,Infra & Cloud,Occasionnel,6,4,0-4 km
8.583729715216482,Consulting,Manager,0,14,13,9,25-34,4,2,2,1,3,3,4,Non,20 %,0,0,3,3,Transformation Digitale,Frequent,4,9,0-4 km
7.773594467360194,Consulting,Consultant,1,2,2,2,35-44,4,2,1,4,2,4,3,Non,13 %,0,1,2,4,Autre,Frequent,2,2,0-4 km
8.584290934948731,Commercial,Cadre Commercial,8,7,4,3,35-44,1,1,2,3,2,2,3,Non,13 %,1,0,2,3,Marketing,Occasionnel,1,3,5-9 km
7.947325027016463,Commercial,Représentant Commercial,1,1,1,0,25-34,3,3,1,1,3,3,3,Non,12 %,0,3,3,1,Infra & Cloud,Aucun,0,0,0-4 km
9.900683625203394,Consulting,Senior Manager,4,28,5,2,45-59,4,3,5,1,4,3,3,Non,13 %,0,1,2,4,Entrepreunariat,Occasionnel,4,2,0-4 km
8.049427057110695,Consulting,Consultant,1,10,10,8,25-34,2,3,1,4,1,3,3,Non,13 %,0,1,5,1,Transformation Digitale,Occasionnel,0,8,5-9 km
7.845024417241484,Consulting,Assistant de Direction,1,1,1,1,18-24,3,3,1,1,3,3,4,Non,25 %,0,0,4,2,Infra & Cloud,Occasionnel,0,0,5-9 km
8.4069317971587,Consulting,Assistant de Direction,4,7,3,2,45-59,1,3,1,3,3,2,3,Oui,19 %,0,1,2,3,Transformation Digitale,Occasionnel,0,2,5-9 km
8.775703886567738,Consulting,Tech Lead,1,14,14,8,35-44,4,2,2,4,2,2,3,Non,13 %,0,1,2,3,Infra & Cloud,Occasionnel,3,11,0-4 km
8.017637159908478,Consulting,Consultant,1,2,2,2,18-24,1,2,1,3,1,2,3,Non,12 %,0,0,2,3,Infra & Cloud,Occasionnel,1,2,0-4 km
7.98514393119862,Consulting,Assistant de Direction,1,6,6,4,35-44,3,3,1,3,3,3,3,Oui,11 %,1,0,4,4,Infra & Cloud,Occasionnel,0,2,10-14 km
9.831293132987641,Consulting,Senior Manager,3,26,7,7,45-59,4,3,5,3,2,3,3,Non,18 %,0,1,6,2,Transformation Digitale,Occasionnel,4,7,5-9 km
7.682021510826875,Consulting,Assistant de Direction,0,6,5,4,25-34,2,1,1,4,1,2,3,Oui,18 %,0,1,2,1,Infra & Cloud,Occasionnel,1,3,15-19 km
7.956476798036782,Consulting,Assistant de Direction,0,1,0,0,18-24,3,2,1,4,2,3,3,Oui,11 %,1,1,5,4,Infra & Cloud,Frequent,0,0,0-4 km
9.74384682996523,Commercial,Senior Manager,8,28,26,15,45-59,3,3,4,1,1,3,4,Non,23 %,0,0,2,3,Marketing,Occasionnel,15,9,0-4 km
7.736743682453495,Consulting,Assistant de Direction,2,6,0,0,35-44,4,1,1,3,4,3,3,Non,13 %,0,0,3,3,Infra & Cloud,Aucun,0,0,15-19 km
8.188966863648876,Ressources Humaines,Ressources Humaines,1,5,5,4,25-34,2,3,1,3,4,3,3,Non,13 %,0,1,2,3,Ressources Humaines,Occasionnel,1,4,0-4 km
7.653494909661253,Consulting,Assistant de Direction,6,5,1,0,35-44,1,2,1,1,1,1,3,Non,17 %,1,1,2,2,Infra & Cloud,Aucun,0,0,5-9 km
8.32263709695394,Commercial,Cadre Commercial,8,8,4,3,25-34,3,3,2,1,3,3,3,Non,19 %,0,3,3,4,Infra & Cloud,Occasionnel,0,3,20-29 km
8.372860820526318,Commercial,Cadre Commercial,5,5,0,0,35-44,2,3,2,2,4,3,3,Non,12 %,0,3,2,4,Transformation Digitale,Frequent,0,0,0-4 km
9.790150867197125,Consulting,Senior Manager,2,32,2,2,45-59,4,3,4,1,3,3,4,Non,22 %,0,1,3,3,Transformation Digitale,Frequent,2,2,0-4 km
8.069968149059841,Consulting,Consultant,1,6,6,5,25-34,4,2,1,1,3,3,3,Non,12 %,0,3,2,4,Transformation Digitale,Occasionnel,3,3,15-19 km
9.856500761311791,Consulting,Directeur Technique,5,25,4,2,45-59,4,3,5,2,1,3,3,Non,11 %,0,1,2,2,Infra & Cloud,Occasionnel,0,3,15-19 km
9.101306450952048,Commercial,Cadre Commercial,3,15,7,7,35-44,3,3,2,1,4,3,3,Oui,15 %,0,3,2,4,Infra & Cloud,Occasionnel,1,7,15-19 km
7.701200180857446,Consulting,Consultant,1,1,1,0,18-24,4,3,1,2,1,1,3,Non,13 %,1,1,3,2,Infra & Cloud,Occasionnel,0,0,15-19 km
8.420682291035394,Commercial,Cadre Commercial,1,10,10,7,25-34,2,3,2,3,1,2,3,Non,12 %,0,1,3,3,Transformation Digitale,Frequent,0,1,20-29 km
7.91644286012226,Consulting,Consultant,1,7,7,7,35-44,3,1,1,3,3,3,3,Non,14 %,0,1,4,4,Infra & Cloud,Occasionnel,1,7,5-9 km
8.158229916959494,Consulting,Consultant,1,10,10,7,25-34,3,3,2,3,1,2,3,Non,13 %,0,3,4,4,Infra & Cloud,Occasionnel,8,9,5-9 km
8.421122722665503,Consulting,Assistant de Direction,1,20,20,11,35-44,4,3,2,4,2,3,4,Non,25 %,0,0,3,4,Autre,Occasionnel,13,17,20-29 km
7.893198869544609,Commercial,Représentant Commercial,1,2,2,1,18-24,3,4,1,4,4,3,3,Non,17 %,0,0,2,3,Marketing,Occasionnel,2,2,20-29 km
8.906528917594517,Consulting,Tech Lead,2,12,6,3,45-59,4,3,2,4,3,2,3,Non,11 %,0,1,3,4,Entrepreunariat,Occasionnel,1,4,0-4 km
8.744009988096744,Ressources Humaines,Ressources Humaines,7,10,4,3,35-44,4,4,2,1,1,4,3,Non,16 %,0,1,3,5,Transformation Digitale,Aucun,0,3,0-4 km
8.560444233410552,Commercial,Cadre Commercial,0,12,11,7,,2,4,2,4,2,3,3,Oui,18 %,0,1,3,4,Marketing,Occasionnel,1,9,5-9 km
7.917171988845776,Consulting,Consultant,1,2,2,2,25-34,3,2,1,2,3,3,4,Non,20 %,0,1,2,3,Autre,Frequent,2,2,10-14 km
8.51699317141357,Consulting,Assistant de Direction,4,10,8,7,25-34,4,3,2,3,4,3,3,Oui,14 %,0,0,2,2,Infra & Cloud,Frequent,0,7,0-4 km
9.235325624670091,Consulting,Tech Lead,2,17,7,7,35-44,3,1,3,1,3,3,4,Oui,21 %,0,1,2,3,Entrepreunariat,Occasionnel,7,7,0-4 km
7.930925372483388,Consulting,Assistant de Direction,0,15,14,10,25-34,1,3,1,4,2,3,3,Non,13 %,0,1,5,3,Transformation Digitale,Occasionnel,4,10,5-9 km
8.832441791585824,Commercial,Cadre Commercial,7,7,5,1,35-44,2,2,2,2,2,4,3,Non,12 %,0,1,2,3,Entrepreunariat,Occasionnel,1,3,10-14 km
8.507344855361422,Commercial,Cadre Commercial,0,5,4,3,25-34,3,3,2,4,2,3,3,Non,14 %,0,0,4,4,Infra & Cloud,Occasionnel,1,1,10-14 km
8.183118079394745,Consulting,Assistant de Direction,0,12,11,9,25-34,4,3,1,2,1,3,4,Oui,21 %,0,1,2,3,Transformation Digitale,Occasionnel,5,7,0-4 km
9.487365864239434,Consulting,Directeur Technique,3,20,1,0,35-44,1,3,3,1,3,3,3,Oui,17 %,0,0,6,5,Transformation Digitale,Frequent,0,0,20-29 km
9.247443459927686,Commercial,Cadre Commercial,4,16,13,2,35-44,3,2,3,4,2,2,3,Oui,11 %,0,1,6,2,Marketing,Aucun,4,12,5-9 km
7.71244383427499,Consulting,Assistant de Direction,1,9,9,7,25-34,1,3,1,1,4,2,3,Oui,14 %,0,2,3,3,Infra & Cloud,Occasionnel,6,8,10-14 km
9.259416209622776,Consulting,Tech Lead,7,33,5,4,45-59,4,3,3,3,1,1,3,Non,17 %,0,1,2,4,Infra & Cloud,Frequent,1,4,0-4 km
7.60688453121963,Consulting,Assistant de Direction,1,10,10,5,35-44,1,4,1,4,4,3,3,Non,13 %,0,1,5,1,Infra & Cloud,Occasionnel,7,7,0-4 km
7.528331766707247,Consulting,Assistant de Direction,1,1,1,1,18-24,1,2,1,2,2,4,4,Oui,25 %,1,0,2,3,Transformation Digitale,Aucun,0,0,10-14 km
8.232440158470336,Consulting,Assistant de Direction,1,3,3,2,25-34,1,3,1,4,1,3,3,Non,15 %,0,3,5,3,Infra & Cloud,Occasionnel,1,2,0-4 km
9.785829509067895,Consulting,Directeur Technique,3,36,10,9,45-59,4,3,4,4,1,3,3,Non,14 %,0,0,2,3,Infra & Cloud,Occasionnel,0,9,0-4 km
8.829665432675236,Consulting,Manager,1,6,6,5,25-34,3,3,2,1,4,2,3,Oui,12 %,0,0,2,2,Transformation Digitale,Occasionnel,0,1,10-14 km
8.826587830773668,Consulting,Manager,1,10,10,9,25-34,3,2,2,1,2,3,3,Non,19 %,0,0,2,3,Transformation Digitale,Occasionnel,1,8,20-29 km
8.551014739891748,Commercial,Cadre Commercial,5,13,6,1,45-59,3,2,2,4,4,3,3,Non,17 %,0,0,2,3,Infra & Cloud,Occasionnel,0,5,0-4 km
9.890452970265668,Consulting,Directeur Technique,3,25,8,7,35-44,3,1,5,4,2,3,3,Non,14 %,0,1,2,3,Infra & Cloud,Occasionnel,0,7,0-4 km
9.836920308264014,Consulting,Senior Manager,2,23,1,0,45-59,1,2,5,3,3,4,3,Non,13 %,0,1,2,2,Transformation Digitale,Occasionnel,0,0,0-4 km
8.214194414852564,Consulting,Assistant de Direction,1,12,11,10,35-44,3,3,1,2,3,2,3,Non,12 %,0,0,2,3,Entrepreunariat,Frequent,0,7,0-4 km
7.847762537473608,Consulting,Consultant,5,7,1,0,45-59,4,4,1,2,3,2,3,Non,11 %,0,0,4,2,Entrepreunariat,Occasionnel,0,0,0-4 km
